scenario;year;rakv;rakennus_tyyppi;kaukolampo;kevyt_oljy;kaasu;sahko;puu;maalampo;muu_lammitys
kasvu;2022;1929;hoito;0.92;0.06;0;0;0;0;0.01
kasvu;2022;1939;hoito;0.91;0.06;0;0.03;0;0;0
kasvu;2022;1949;hoito;1;0;0;0;0;0;0
kasvu;2022;1959;hoito;0.88;0.12;0;0;0;0;0
kasvu;2022;1969;hoito;1;0;0;0;0;0;0
kasvu;2022;1979;hoito;0.9;0.1;0;0;0;0;0
kasvu;2022;1989;hoito;0.99;0;0;0.01;0;0;0
kasvu;2022;1999;hoito;0.92;0.07;0;0.01;0;0;0
kasvu;2022;2009;hoito;0.9;0.02;0;0.07;0;0;0.01
kasvu;2022;2010;hoito;0.92;0;0;0.02;0;0.06;0
kasvu;2022;2018;hoito;0.93;0;0;0;0;0;0.07
kasvu;2022;2019;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2022;2020;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2022;2021;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2022;2022;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2023;9999;hoito;1;0;0;0;0;0;0
kasvu;2023;1920;hoito;1;0;0;0;0;0;0
kasvu;2023;1929;hoito;0.92;0.06;0;0;0;0;0.01
kasvu;2023;1939;hoito;0.91;0.06;0;0.03;0;0;0
kasvu;2023;1949;hoito;1;0;0;0;0;0;0
kasvu;2023;1959;hoito;0.88;0.12;0;0;0;0;0
kasvu;2023;1969;hoito;1;0;0;0;0;0;0
kasvu;2023;1979;hoito;0.9;0.1;0;0;0;0;0
kasvu;2023;1989;hoito;0.99;0;0;0.01;0;0;0
kasvu;2023;1999;hoito;0.92;0.07;0;0.01;0;0;0
kasvu;2023;2009;hoito;0.9;0.02;0;0.07;0;0;0.01
kasvu;2023;2010;hoito;0.92;0;0;0.02;0;0.06;0
kasvu;2023;2018;hoito;0.93;0;0;0;0;0;0.07
kasvu;2023;2019;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2023;2020;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2023;2021;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2023;2022;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2023;2023;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2024;9999;hoito;1;0;0;0;0;0;0
kasvu;2024;1920;hoito;1;0;0;0;0;0;0
kasvu;2024;1929;hoito;0.92;0.06;0;0;0;0;0.01
kasvu;2024;1939;hoito;0.91;0.06;0;0.03;0;0;0
kasvu;2024;1949;hoito;1;0;0;0;0;0;0
kasvu;2024;1959;hoito;0.88;0.12;0;0;0;0;0
kasvu;2024;1969;hoito;1;0;0;0;0;0;0
kasvu;2024;1979;hoito;0.9;0.1;0;0;0;0;0
kasvu;2024;1989;hoito;0.99;0;0;0.01;0;0;0
kasvu;2024;1999;hoito;0.92;0.07;0;0.01;0;0;0
kasvu;2024;2009;hoito;0.9;0.02;0;0.07;0;0;0.01
kasvu;2024;2010;hoito;0.92;0;0;0.02;0;0.06;0
kasvu;2024;2018;hoito;0.93;0;0;0;0;0;0.07
kasvu;2024;2019;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2024;2020;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2024;2021;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2024;2022;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2024;2023;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2024;2024;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2025;9999;hoito;1;0;0;0;0;0;0
kasvu;2025;1920;hoito;1;0;0;0;0;0;0
kasvu;2025;1929;hoito;0.92;0.06;0;0;0;0;0.01
kasvu;2025;1939;hoito;0.91;0.06;0;0.03;0;0;0
kasvu;2025;1949;hoito;1;0;0;0;0;0;0
kasvu;2025;1959;hoito;0.88;0.12;0;0;0;0;0
kasvu;2025;1969;hoito;1;0;0;0;0;0;0
kasvu;2025;1979;hoito;0.9;0.1;0;0;0;0;0
kasvu;2025;1989;hoito;0.99;0;0;0.01;0;0;0
kasvu;2025;1999;hoito;0.92;0.07;0;0.01;0;0;0
kasvu;2025;2009;hoito;0.9;0.02;0;0.07;0;0;0.01
kasvu;2025;2010;hoito;0.92;0;0;0.02;0;0.06;0
kasvu;2025;2018;hoito;0.93;0;0;0;0;0;0.07
kasvu;2025;2019;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2025;2020;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2025;2021;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2025;2022;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2025;2023;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2025;2024;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2025;2025;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2026;9999;hoito;1;0;0;0;0;0;0
kasvu;2026;1920;hoito;1;0;0;0;0;0;0
kasvu;2026;1929;hoito;0.92;0.06;0;0;0;0;0.01
kasvu;2026;1939;hoito;0.91;0.06;0;0.03;0;0;0
kasvu;2026;1949;hoito;1;0;0;0;0;0;0
kasvu;2026;1959;hoito;0.88;0.12;0;0;0;0;0
kasvu;2026;1969;hoito;1;0;0;0;0;0;0
kasvu;2026;1979;hoito;0.9;0.1;0;0;0;0;0
kasvu;2026;1989;hoito;0.99;0;0;0.01;0;0;0
kasvu;2026;1999;hoito;0.92;0.07;0;0.01;0;0;0
kasvu;2026;2009;hoito;0.9;0.02;0;0.07;0;0;0.01
kasvu;2026;2010;hoito;0.92;0;0;0.02;0;0.06;0
kasvu;2026;2018;hoito;0.93;0;0;0;0;0;0.07
kasvu;2026;2019;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2026;2020;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2026;2021;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2026;2022;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2026;2023;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2026;2024;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2026;2025;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2026;2026;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2027;9999;hoito;1;0;0;0;0;0;0
kasvu;2027;1920;hoito;1;0;0;0;0;0;0
kasvu;2027;1929;hoito;0.92;0.06;0;0;0;0;0.01
kasvu;2027;1939;hoito;0.91;0.06;0;0.03;0;0;0
kasvu;2027;1949;hoito;1;0;0;0;0;0;0
kasvu;2027;1959;hoito;0.88;0.12;0;0;0;0;0
kasvu;2027;1969;hoito;1;0;0;0;0;0;0
kasvu;2027;1979;hoito;0.9;0.1;0;0;0;0;0
kasvu;2027;1989;hoito;0.99;0;0;0.01;0;0;0
kasvu;2027;1999;hoito;0.92;0.07;0;0.01;0;0;0
kasvu;2027;2009;hoito;0.9;0.02;0;0.07;0;0;0.01
kasvu;2027;2010;hoito;0.92;0;0;0.02;0;0.06;0
kasvu;2027;2018;hoito;0.93;0;0;0;0;0;0.07
kasvu;2027;2019;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2027;2020;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2027;2021;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2027;2022;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2027;2023;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2027;2024;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2027;2025;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2027;2026;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2027;2027;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2028;9999;hoito;1;0;0;0;0;0;0
kasvu;2028;1920;hoito;1;0;0;0;0;0;0
kasvu;2028;1929;hoito;0.92;0.06;0;0;0;0;0.01
kasvu;2028;1939;hoito;0.91;0.06;0;0.03;0;0;0
kasvu;2028;1949;hoito;1;0;0;0;0;0;0
kasvu;2028;1959;hoito;0.88;0.12;0;0;0;0;0
kasvu;2028;1969;hoito;1;0;0;0;0;0;0
kasvu;2028;1979;hoito;0.9;0.1;0;0;0;0;0
kasvu;2028;1989;hoito;0.99;0;0;0.01;0;0;0
kasvu;2028;1999;hoito;0.92;0.07;0;0.01;0;0;0
kasvu;2028;2009;hoito;0.9;0.02;0;0.07;0;0;0.01
kasvu;2028;2010;hoito;0.92;0;0;0.02;0;0.06;0
kasvu;2028;2018;hoito;0.93;0;0;0;0;0;0.07
kasvu;2028;2019;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2028;2020;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2028;2021;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2028;2022;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2028;2023;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2028;2024;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2028;2025;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2028;2026;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2028;2027;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2028;2028;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2029;9999;hoito;1;0;0;0;0;0;0
kasvu;2029;1920;hoito;1;0;0;0;0;0;0
kasvu;2029;1929;hoito;0.92;0.06;0;0;0;0;0.01
kasvu;2029;1939;hoito;0.91;0.06;0;0.03;0;0;0
kasvu;2029;1949;hoito;1;0;0;0;0;0;0
kasvu;2029;1959;hoito;0.88;0.12;0;0;0;0;0
kasvu;2029;1969;hoito;1;0;0;0;0;0;0
kasvu;2029;1979;hoito;0.9;0.1;0;0;0;0;0
kasvu;2029;1989;hoito;0.99;0;0;0.01;0;0;0
kasvu;2029;1999;hoito;0.92;0.07;0;0.01;0;0;0
kasvu;2029;2009;hoito;0.9;0.02;0;0.07;0;0;0.01
kasvu;2029;2010;hoito;0.92;0;0;0.02;0;0.06;0
kasvu;2029;2018;hoito;0.93;0;0;0;0;0;0.07
kasvu;2029;2019;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2029;2020;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2029;2021;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2029;2022;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2029;2023;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2029;2024;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2029;2025;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2029;2026;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2029;2027;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2029;2028;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2029;2029;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2030;9999;hoito;1;0;0;0;0;0;0
kasvu;2030;1920;hoito;1;0;0;0;0;0;0
kasvu;2030;1929;hoito;0.92;0.06;0;0;0;0;0.01
kasvu;2030;1939;hoito;0.91;0.06;0;0.03;0;0;0
kasvu;2030;1949;hoito;1;0;0;0;0;0;0
kasvu;2030;1959;hoito;0.88;0.12;0;0;0;0;0
kasvu;2030;1969;hoito;1;0;0;0;0;0;0
kasvu;2030;1979;hoito;0.9;0.1;0;0;0;0;0
kasvu;2030;1989;hoito;0.99;0;0;0.01;0;0;0
kasvu;2030;1999;hoito;0.92;0.07;0;0.01;0;0;0
kasvu;2030;2009;hoito;0.9;0.02;0;0.07;0;0;0.01
kasvu;2030;2010;hoito;0.92;0;0;0.02;0;0.06;0
kasvu;2030;2018;hoito;0.93;0;0;0;0;0;0.07
kasvu;2030;2019;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2030;2020;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2030;2021;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2030;2022;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2030;2023;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2030;2024;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2030;2025;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2030;2026;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2030;2027;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2030;2028;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2030;2029;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2030;2030;hoito;0.9;0;0;0.05;0;0.05;0
kasvu;2031;9999;hoito;1;0;0;0;0;0;0
kasvu;2031;1920;hoito;1;0;0;0;0;0;0
kasvu;2031;1929;hoito;0.92;0.06;0;0;0;0;0.01
kasvu;2031;1939;hoito;0.91;0.06;0;0.03;0;0;0
kasvu;2031;1949;hoito;1;0;0;0;0;0;0
